title,company,town,link 
"Продавець - стиліст в магазин Liu Jo, ТРЦ River mall",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939314
"Продавець-консультант в магазин Benetton ТРЦ Sky Mall (проспект Романа Шухевича, 2Т)",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939319
"Продавець-консультант в магазин ARGO, ТРЦ King Cross Leopolis (вул. Стрийська, 30)",ARGO - торговая сеть,Львів,https://grc.ua/vacancies/69939322
"Товарознавець в магазин ARGO ТРЦ Dream Town (Оболонський проспект, 1Б)",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939326
Дизайнер одягу міжнародного бренду,ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939331
Продавець-консультант в магазин Benetton ТЦ ТРЦ Дафі (Харків),ARGO - торговая сеть,Харків,https://grc.ua/vacancies/69939333
"Продавець - стиліст в магазин Liu Jo, ТРЦ Ocean Plaza",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939336
"Продавець-консультант в магазин Benetton ТРЦ Lavina (вул. Берковецька, 6Д)",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939340
Керівник Digital Showroom,Symbol,Київ,https://grc.ua/vacancies/69939000
"Продавець-стиліст (Enrico Mandelli, MooRER)",Symbol,Київ,https://grc.ua/vacancies/69938997
"Директор магазину (ТРЦ ""Мануфактура"")",Symbol,Обухів,https://grc.ua/vacancies/69939082
Продавець-стиліст (Дружби Народів),Symbol,Київ,https://grc.ua/vacancies/69939086
Продавець-стиліст (жіночий асортимент),Symbol,Київ,https://grc.ua/vacancies/69939088
Заступник / Заступниця керуючої магазином,Symbol,Запоріжжя,https://grc.ua/vacancies/69939095
Продавець-стиліст у магазин одягу,Symbol,Івано-Франківськ,https://grc.ua/vacancies/69939013
Асистент продавця-стилiста в магазин одягу та взуття,Symbol,Харків,https://grc.ua/vacancies/69939009
Продавець-стиліст в магазин одягу та взуття,Symbol,Харків,https://grc.ua/vacancies/69939011
Заступник керуючої магазину,Symbol,Харків,https://grc.ua/vacancies/69939008
Заступник Керуючого магазину luxury одягу та взуття,Symbol,Одеса,https://grc.ua/vacancies/69939007
"Фахівець з якості товару (одяг, взуття)",Symbol,Київ,https://grc.ua/vacancies/69939006
Продавець-стиліст в магазин хутра (Symbol Fur),Symbol,Київ,https://grc.ua/vacancies/69939004
Асистент продавця-стиліста,Symbol,Ужгород,https://grc.ua/vacancies/69939020
Асистент продавця-стиліста,Symbol,Івано-Франківськ,https://grc.ua/vacancies/69939015
Керуючий магазином в м. Одеса,Symbol,Одеса,https://grc.ua/vacancies/69939014
Продавець-стиліст в магазин одягу люкс сегменту,Symbol,Київ,https://grc.ua/vacancies/69939010
"Директор магазину (ТРЦ ""Мануфактура"")",Symbol,Київ,https://grc.ua/vacancies/69939041
"Продавець-стиліст (ТЦ ""Мануфактура"")",Symbol,Київ,https://grc.ua/vacancies/69939037
Продавець-стиліст,Symbol,Одеса,https://grc.ua/vacancies/69939034
