title,company,town,link 
Касир (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69938396
Продавець за прилавок (вул. Солом'янська),Novus,Київ,https://grc.ua/vacancies/69938398
Касир торгівельного залу ( вул. Княжий Затон),Novus,Київ,https://grc.ua/vacancies/69938274
Касир (Пушкінська),Novus,Ірпінь,https://grc.ua/vacancies/69938276
Касир в супермаркет (Дарницький район),Novus,Київ,https://grc.ua/vacancies/69938277
Продавець за прилавок (м. Дружби Народів),Novus,Київ,https://grc.ua/vacancies/69938280
"Продавець-касир ""МіМаркет"" (Петропавлівська Борщагівка)",Novus,Київ,https://grc.ua/vacancies/69938282
Продавець-консультант,Novus,Ірпінь,https://grc.ua/vacancies/69938284
Касир у супермаркет (район Осокорки),Novus,Київ,https://grc.ua/vacancies/69938286
Продавець за прилавок (відділ кулінарії),Novus,Київ,https://grc.ua/vacancies/69938290
Касир інфо-центру (Борщагівка),Novus,Київ,https://grc.ua/vacancies/69938294
Продавець за прилавок (пр-т Лобановського),Novus,Київ,https://grc.ua/vacancies/69938296
"Касир каси самообслуговування в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938311
Продавець-консультант у супермаркет (Виноградар),Novus,Київ,https://grc.ua/vacancies/69938375
Продавець,Молочно Ковбасна Хата,Київ,https://grc.ua/vacancies/69941291
Менеджер з продажу насіння,GRC-ES,Івано-Франківськ,https://grc.ua/vacancies/69941461
Менеджер з продажу насіння,GRC-ES,Дніпро,https://grc.ua/vacancies/69941458
Заступника керівника відділу Гастрономія (Ашан Біличі),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941270
Касир (Ашан Біличі),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941268
Керівник відділу (непродовольчі товари),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941267
Продавець-касир (метро Олімпійська),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941263
"Оператор АЗК, продавець касир (с. Червона Слобода)",WOG,Черкаси,https://grc.ua/vacancies/69940988
"Помічник оператора АЗК, Заправник (Правий берег)",WOG,Дніпро,https://grc.ua/vacancies/69940987
"Оператор АЗК, продавець-касир (вул. Смілянська, 78)",WOG,Черкаси,https://grc.ua/vacancies/69940989
"Помічник оператора АЗК, Заправник (Миргород)",WOG,Миргород,https://grc.ua/vacancies/69940990
"Помічник оператора АЗК, заправник (с. Зарічани)",WOG,Житомир,https://grc.ua/vacancies/69941010
"Оператор, продавець-касир АЗК (с. Броники)",WOG,Звягель,https://grc.ua/vacancies/69941011
"Оператор, продавець - касир АЗК (Хорол)",WOG,Хорол,https://grc.ua/vacancies/69941015
"Оператор, продавець - касир АЗК (Миколаїв)",WOG,Миколаїв,https://grc.ua/vacancies/69941016
"Помічник оператора АЗК, заправник",WOG,Черкаси,https://grc.ua/vacancies/69940986
"Оператор, продавець-касир АЗК",WOG,Кременчук,https://grc.ua/vacancies/69940991
"Оператор, продавець - касир АЗК (Правды)",WOG,Дніпро,https://grc.ua/vacancies/69940993
"Помічник оператора АЗК, Заправник",WOG,Павлоград,https://grc.ua/vacancies/69940992
"Оператор, продавець - касир АЗК (смт Ювілейне)",WOG,Дніпро,https://grc.ua/vacancies/69940996
"Оператор, продавець-касир АЗК (Коротич)",WOG,"Кропивницький
",https://grc.ua/vacancies/69940999
"Помічник оператора АЗК, заправник",WOG,"Кропивницький
",https://grc.ua/vacancies/69941002
"Помічник оператора АЗК, заправник",WOG,Умань,https://grc.ua/vacancies/69941014
Керуючий відділом (експансія),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69937089
Завідуючий відділом (стажування для випускників ВНЗ),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69937169
Категорійний менеджер в інтернет-магазин (декретна посада),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69937187
Менеджер з продажу В2В,Макрохим,Київ,https://grc.ua/vacancies/69939808
Менеджер по роботі з клієнтами,Wellness Center,"Чернівці, проспект Незалежності, 109Д",https://grc.ua/vacancies/69940762
Продавець за прилавок,"Сільпо, мережа супермаркетів",Луцьк,https://grc.ua/vacancies/69940416
Продавець продовольчих товарів (хамони),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940420
"Продавець товарів категорії ""Кавового бутика"", бариста","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940422
Продавець-консультант,"Сільпо, мережа супермаркетів",Вишневе,https://grc.ua/vacancies/69940447
Продавець-консультант,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940449
Продавець-консультант,"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69940452
Продавець-консультант,"Сільпо, мережа супермаркетів",Ірпінь,https://grc.ua/vacancies/69940454
Продавець-консультант,"Сільпо, мережа супермаркетів",Чернігів,https://grc.ua/vacancies/69940458
Продавець-консультант,"Сільпо, мережа супермаркетів",Дніпро,https://grc.ua/vacancies/69940459
Продавець-консультант,"Сільпо, мережа супермаркетів",Трускавець,https://grc.ua/vacancies/69940457
Продавець випічки (Суворовський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940406
Продавець продовольчих товарів у Крюківщину,"Сільпо, мережа супермаркетів",Вишневе,https://grc.ua/vacancies/69940421
Продавець гастрономії (Аркадія),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940412
Продавець за вітриною,"Сільпо, мережа супермаркетів",Тернопіль,https://grc.ua/vacancies/69940413
Продавець відділу риби та морепродуктів (5 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940407
Продавець відділу риби та морепродуктів (Аркадія),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940408
Продавець (ТРЦ Lavina Mall),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940374
Продавець (ТЦ City Center),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940376
Продавець (ТЦ Fontan Sky),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940378
Продавець (центр),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940383
Продавець в супермаркет у Львів,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940385
Продавець випічки,"Сільпо, мережа супермаркетів",Херсон,https://grc.ua/vacancies/69940386
Продавець випічки (Аркадія),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940389
Продавець випічки (Сел. Котовського),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940390
Заступник керуючого,"Сільпо, мережа супермаркетів",Нетішин,https://grc.ua/vacancies/69939366
Завідувач м'ясного відділу,"Сільпо, мережа супермаркетів",Васильків,https://grc.ua/vacancies/69939369
Завідувач відділу товарного обліку,"Сільпо, мережа супермаркетів",Кам'янське,https://grc.ua/vacancies/69939371
"Продавець товарів категорії ""Хамони"", кортадор","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940424
Продавець товарного відділу (10 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940426
Продавець товарного відділу (центр),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940428
Продавець у відділ гастрономії,"Сільпо, мережа супермаркетів",Чернігів,https://grc.ua/vacancies/69940430
Продавець у відділ овочів (Лиманка),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940432
Продавець у відділ овочів (ТЦ City Center),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940433
Продавець у м'ясний відділ (5 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940436
Продавець у новий супермаркет,"Сільпо, мережа супермаркетів",Луцьк,https://grc.ua/vacancies/69940439
Продавець-консультант,"Сільпо, мережа супермаркетів",Хмельницький,https://grc.ua/vacancies/69940442
Продавець-консультант,"Сільпо, мережа супермаркетів",Черкаси,https://grc.ua/vacancies/69940445
Продавець (студент),"Сільпо, мережа супермаркетів",Дніпро,https://grc.ua/vacancies/69940371
Продавець (центр),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940382
"Продавець (ТЦ ""Променада"")","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940375
Продавець (Черемушки),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940384
Продавець (Суворовський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940373
Продавець (ТЦ Fabrik),"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940377
Продавець (Харківський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940380
Продавець випічки,"Сільпо, мережа супермаркетів",Білогородка,https://grc.ua/vacancies/69940387
Продавець випічки (Le Silpo),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940388
Продавець (студент),"Сільпо, мережа супермаркетів",Кривий Ріг,https://grc.ua/vacancies/69940372
Завідувач м'ясного відділу,"Сільпо, мережа супермаркетів",Буча,https://grc.ua/vacancies/69939368
Завідувач м'ясного відділу,"Сільпо, мережа супермаркетів",Бориспіль,https://grc.ua/vacancies/69939367
Завідувач м'ясного відділу,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939370
Касир,Ашан Рітейл Україна,Львів,https://grc.ua/vacancies/69934114
Продавець-консультант,"Сільпо, мережа супермаркетів",Славутич,https://grc.ua/vacancies/69939653
Заступник керуючого магазином (Харківський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939347
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Тернопіль,https://grc.ua/vacancies/69939348
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69939350
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69939352
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Івано-Франківськ,https://grc.ua/vacancies/69939354
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69939356
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69939357
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Хмельницький,https://grc.ua/vacancies/69939359
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69939360
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Рівне,https://grc.ua/vacancies/69939355
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Полтава,https://grc.ua/vacancies/69939362
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939349
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Червоноград,https://grc.ua/vacancies/69939353
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69939358
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Кривий Ріг,https://grc.ua/vacancies/69939361
Заступник керуючого магазином (Харківський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939346
Заступник керуючого,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939364
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Дніпро,https://grc.ua/vacancies/69939363
Заступник керуючого магазином,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69939351
Продавець гастрономії (Le Silpo),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940411
Продавець за вітрину (Франківський р-н),"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940415
Продавець продовольчих товарів (м. Мінська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940419
"Продавець товарного відділу (студент, Сел. Котовського)","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940427
Продавець у відділ овочів (Le Silpo),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940431
"Продавець у відділ риби, м'яса, гастрономії","Сільпо, мережа супермаркетів",Дрогобич,https://grc.ua/vacancies/69940435
Продавець у супермаркет,"Сільпо, мережа супермаркетів",Рівне,https://grc.ua/vacancies/69940441
Продавець-консультант,"Сільпо, мережа супермаркетів",Чернівці,https://grc.ua/vacancies/69940443
Продавець гастрономії (5 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940410
"Продавець-консультант (ЖК ""Амстердам"")","Сільпо, мережа супермаркетів",Білогородка,https://grc.ua/vacancies/69940472
Продавець-консультант (Мінський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940474
Продавець-консультант (м. Печерська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940477
"Продавець-консультант (студент, р-н Оболонь)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940478
Продавець-консультант,"Сільпо, мережа супермаркетів",Кам'янець-Подільський,https://grc.ua/vacancies/69940465
Продавець-консультант,"Сільпо, мережа супермаркетів",Харків,https://grc.ua/vacancies/69940469
Продавець-консультант,"Сільпо, мережа супермаркетів",Стоянка,https://grc.ua/vacancies/69940468
Продавець-консультант,"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69940470
Продавець-консультант,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940471
Продавець-консультант,"Сільпо, мережа супермаркетів",Тернопіль,https://grc.ua/vacancies/69940463
Продавець-консультант,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940466
Продавець-консультант,"Сільпо, мережа супермаркетів",Прилуки,https://grc.ua/vacancies/69940467
Продавець-консультант,"Сільпо, мережа супермаркетів",Ніжин,https://grc.ua/vacancies/69940461
Продавець гастрономії,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940409
"Продавець товарів категорії ""Хамони"", кортадор","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940425
Продавець у відділ риби та морепродуктів (Суворовський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940434
"Продавець за вітрину (Сихів, кільце ДБК)","Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940414
"Продавець товарів категорії ""Хамони"", кортадор","Сільпо, мережа супермаркетів",Вишгород,https://grc.ua/vacancies/69940423
Продавець у Le Silpo,"Сільпо, мережа супермаркетів",Харків,https://grc.ua/vacancies/69940429
Продавець-консультант,"Сільпо, мережа супермаркетів",Червоноград,https://grc.ua/vacancies/69940437
"Продавець-консультант (ЖК ""Парус"")","Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940473
Продавець-консультант (робота за касою),"Сільпо, мережа супермаркетів",Стрий,https://grc.ua/vacancies/69940476
"Продавець-консультант (ТЦ ""Рівер Мол"", м. Осокорки)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940479
Продавець-консультант (Шевченківський р-н),"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940481
Продавець-консультант (Харківський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940480
Продавець кулінарії (Аркадія),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940572
Продавець кавового бутіку (Харківський масив),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940571
"Продавець кавового бутика, бариста (Аркадія)","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940570
"Продавець (Таїрове, ТЦ ""Панорама"")","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940569
Продавець,"Сільпо, мережа супермаркетів",Червоноград,https://grc.ua/vacancies/69940303
Продавець,"Сільпо, мережа супермаркетів",Білогородка,https://grc.ua/vacancies/69940304
Продавець на викладку (Троєщина),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940573
Продавець,"Сільпо, мережа супермаркетів",Боярка,https://grc.ua/vacancies/69940316
Продавець,"Сільпо, мережа супермаркетів",Южне,https://grc.ua/vacancies/69940306
Продавець,"Сільпо, мережа супермаркетів",Івано-Франківськ,https://grc.ua/vacancies/69940307
Продавець,"Сільпо, мережа супермаркетів","Кропивницький
",https://grc.ua/vacancies/69940287
Продавець,"Сільпо, мережа супермаркетів",Новомосковськ (Дніпропетровська область),https://grc.ua/vacancies/69940290
Продавець,"Сільпо, мережа супермаркетів",Кам'янське,https://grc.ua/vacancies/69940283
Продавець,"Сільпо, мережа супермаркетів",Вінниця,https://grc.ua/vacancies/69940288
Продавець,"Сільпо, мережа супермаркетів",Кривий Ріг,https://grc.ua/vacancies/69940292
Продавець,"Сільпо, мережа супермаркетів",Чернівці,https://grc.ua/vacancies/69940294
Продавець,"Сільпо, мережа супермаркетів",Харків,https://grc.ua/vacancies/69940284
Продавець,"Сільпо, мережа супермаркетів",Суми,https://grc.ua/vacancies/69940285
Продавець,"Сільпо, мережа супермаркетів",Лозова,https://grc.ua/vacancies/69940286
Продавець,"Сільпо, мережа супермаркетів",Дніпро,https://grc.ua/vacancies/69940289
Продавець,"Сільпо, мережа супермаркетів",Южноукраїнськ,https://grc.ua/vacancies/69940291
Продавець,"Сільпо, мережа супермаркетів",Павлоград,https://grc.ua/vacancies/69940293
Продавець,"Сільпо, мережа супермаркетів",Вінниця,https://grc.ua/vacancies/69940295
Продавець,"Сільпо, мережа супермаркетів",Теплодар,https://grc.ua/vacancies/69940297
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940299
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940301
Продавець (6 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940324
Продавець,"Сільпо, мережа супермаркетів",Білогородка,https://grc.ua/vacancies/69940319
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940321
Продавець (5 ст. Фонтану),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940323
Продавець (Le Silpo),"Сільпо, мережа супермаркетів",Дніпро,https://grc.ua/vacancies/69940325
Продавець (Аркадія),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940326
Продавець,"Сільпо, мережа супермаркетів",Луцьк,https://grc.ua/vacancies/69940317
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940315
Продавець,"Сільпо, мережа супермаркетів",Чернігів,https://grc.ua/vacancies/69940314
Продавець,"Сільпо, мережа супермаркетів",Чернівці,https://grc.ua/vacancies/69940311
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940312
Продавець,"Сільпо, мережа супермаркетів",Білогородка,https://grc.ua/vacancies/69940309
Продавець,"Сільпо, мережа супермаркетів",Хмельницький,https://grc.ua/vacancies/69940310
Продавець,"Сільпо, мережа супермаркетів",Самбір,https://grc.ua/vacancies/69940296
Продавець (Остер),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940308
Продавець,"Сільпо, мережа супермаркетів",Мукачеве,https://grc.ua/vacancies/69940300
Продавець,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940305
Продавець,"Сільпо, мережа супермаркетів",Миколаїв,https://grc.ua/vacancies/69940298
Продавець,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940302
"Продавець (кільце ДБК, ТЦ ""ВАМ"", Сихів)","Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940340
Продавець (Новий р-н),"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69940342
Продавець (Приморський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940346
"Продавець (Приморський, р-н просп. Шевченко)","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940347
Продавець (викладка товарів),"Сільпо, мережа супермаркетів",Івано-Франківськ,https://grc.ua/vacancies/69940329
"Продавець (вечір, Проліски)","Сільпо, мережа супермаркетів",Бориспіль,https://grc.ua/vacancies/69940327
Продавець (викладка товарів),"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69940328
Продавець,"Сільпо, мережа супермаркетів",Запоріжжя,https://grc.ua/vacancies/69940320
Продавець,"Сільпо, мережа супермаркетів",Рівне,https://grc.ua/vacancies/69940318
Продавець,"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940322
Продавець (Малиновський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940341
Продавець (Південно-Західний масив),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940345
Продавець (р-н Виноградар),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940349
Продавець (р-н Оболонь),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940350
Продавець (викладка товару або каса),"Сільпо, мережа супермаркетів",Івано-Франківськ,https://grc.ua/vacancies/69940330
Продавець (викладка товару),"Сільпо, мережа супермаркетів",Калуш,https://grc.ua/vacancies/69940332
Продавець (відділ кулінарії),"Сільпо, мережа супермаркетів",Ужгород,https://grc.ua/vacancies/69940334
"Продавець (ЖК ""Парус"", ТЦ ""Содова"")","Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940336
"Продавець (ЖК ""Софія"")","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940337
Продавець (Київський р-н),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940339
Продавець (с. Погреби),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940355
"Продавець (м. Лівобережна, р-н Русанівка)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940357
Продавець (м. Лук'янівська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940359
"Продавець (м. Осокорки, Позняки, вул. Здолбунівська)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940360
"Продавець (за вітрину, новий магазин)","Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940338
Продавець (викладка товару) у новий магазин,"Сільпо, мережа супермаркетів",Івано-Франківськ,https://grc.ua/vacancies/69940333
Продавець (Печерський р-н),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940343
Продавець (Проліски),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940348
Продавець (викладка товару та за вітриною),"Сільпо, мережа супермаркетів",Львів,https://grc.ua/vacancies/69940331
Продавець (Голосіївський район),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940335
Продавець (м. Шулявська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940364
"Продавець (м. Позняки, вул. Здолбунівська)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940363
Продавець (м. Печерська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940362
Продавець (робота за вітриною)(Новий Розділ),"Сільпо, мережа супермаркетів",Миколаїв,https://grc.ua/vacancies/69940354
Продавець (м. Осокорки),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940361
Продавець (р-н пл. Толбухіна),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940352
Продавець (с. Софіївська Борщагівка),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940356
Продавець (м. Лук'янівська),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940358
Продавець (р-н парку Горького),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940351
"Продавець (р-н ринку ""Привоз"")","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940353
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Коростень,https://grc.ua/vacancies/69940583
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Ірпінь,https://grc.ua/vacancies/69940585
Продавець продовольчих товарів (с. Погреби),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940586
"Продавець продовольчих товарів (секція ""Гастроном"")","Сільпо, мережа супермаркетів",Чернівці,https://grc.ua/vacancies/69940587
Продавець (студент),"Сільпо, мережа супермаркетів",Полтава,https://grc.ua/vacancies/69940370
Продавець (студент),"Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940369
Продавець (студент),"Сільпо, мережа супермаркетів",Черкаси,https://grc.ua/vacancies/69940368
"Продавець (студент, м. Позняки)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940367
"Продавець (студент, Сел. Котовського)","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940366
"Продавець (студент, Le Silpo)","Сільпо, мережа супермаркетів",Одеса,https://grc.ua/vacancies/69940365
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Полтава,https://grc.ua/vacancies/69940576
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Чернігів,https://grc.ua/vacancies/69940580
Продавець на викладку товарів,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940574
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940578
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940582
Продавець продовольчих товарів(Софіївська Борщагівка),"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940584
"Продавець на викладку товару (Лісова, Чернігівська)","Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940575
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940577
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Рівне,https://grc.ua/vacancies/69940579
Продавець продовольчих товарів,"Сільпо, мережа супермаркетів",Київ,https://grc.ua/vacancies/69940581
Бухгалтер,Panasonic,Київ,https://grc.ua/vacancies/69939339
Менеджер по продажам,Panasonic,Київ,https://grc.ua/vacancies/69940097
"Продавець-консультант в магазин ""Київстар""",Сота-Альянс,Славута,https://grc.ua/vacancies/69939532
"Продавець-консультант у магазин ""Київстар""",Сота-Альянс,Дрогобич,https://grc.ua/vacancies/69939536
Продавець-консультант мобільних телефонів та зв'язку,Сота-Альянс,Кременчук,https://grc.ua/vacancies/69939535
"Продавець-консультант у магазин ""Київстар"" (ТЦ ""Магігранд"")",Сота-Альянс,Вінниця,https://grc.ua/vacancies/69939537
"Продавець-консультант в магазин ""Київстар""",Сота-Альянс,Івано-Франківськ,https://grc.ua/vacancies/69939531
Продавець-консультант мобільних телефонів та зв'язку,Сота-Альянс,Дніпро,https://grc.ua/vacancies/69939533
Продавець-консультант мобільних телефонів та зв'язку,Сота-Альянс,Одеса,https://grc.ua/vacancies/69939534
"Продавець-консультант в магазин ""Київстар""",Сота-Альянс,Київ,https://grc.ua/vacancies/69939519
"Продавець-консультант в магазин ""Київстар""",Сота-Альянс,Черкаси,https://grc.ua/vacancies/69939518
Менеджер із збуту,ТОВ Завод гофротариПридніпровський,"Київ, вулиця Володимира Сосюри, 6",https://grc.ua/vacancies/69939469
"Продавець-консультант в магазин ARGO, ТЦ Promenada Park (вул. Велика Кільцева, 4)",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939318
"Продавець-консультант в магазин ARGO ТРЦ Dream Town (Оболонський проспект, 1Б)",ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939328
Продавець - консультант в магазин Parfois ТРЦ GLOBUS,ARGO - торговая сеть,Київ,https://grc.ua/vacancies/69939334
"Продавець-консультант в магазин ARGO, ТРЦ Victoria Gardens (вул. Кульпарківська, 226А)",ARGO - торговая сеть,Львів,https://grc.ua/vacancies/69939338
